metabolite_number,dilution_factor,dilution_factor_original,injection_volume,log_injection_quantity,chromatogram_number,replicate,internal_standard,intensity,log_intensity,log_intensity_factor,normalized_intensity,log_normalized_intensity,log_normalized_intensity_factor,condition,metabolite_code,chromatogram_name,ionization_mode,ionization_code,retention_time,observation_number
749,1,1,2,0.6931471805599453,61,2,2025977.623,174801.2894,12.071405118606572,11.378257938046627,0.08627997042788661,-2.450157800207107,-3.143304980767052,7,X876.57246764564.16.2685334141666,1dil_rep2_2ul_1_neg,negative,2,16.2685334141666,66291
749,1,1,2,0.6931471805599453,64,2,2159970.105,181215.6222,12.107442884106485,11.41429570354654,0.08389728255058419,-2.4781620551803076,-3.171309235740253,7,X876.57246764564.16.2685334141666,1dil_rep2_2ul_2_neg,negative,2,16.2685334141666,66292
749,1,1,2,0.6931471805599453,67,2,1875224.153,173925.6261,12.066383050612874,11.373235870052929,0.092749245908417,-2.3778557078951157,-3.071002888455061,7,X876.57246764564.16.2685334141666,1dil_rep2_2ul_3_neg,negative,2,16.2685334141666,66293
749,1,1,2,0.6931471805599453,70,2,1850867.465,176436.7174,12.080717549421006,11.387570368861061,0.09532649999874518,-2.3504474377342497,-3.0435946182941946,7,X876.57246764564.16.2685334141666,1dil_rep2_2ul_4_neg,negative,2,16.2685334141666,66294
749,1,1,5,1.6094379124341003,50,1,3239957.05,241098.9936,12.392962889958975,10.783524977524873,0.07441425607786992,-2.5981077415488345,-4.207545653982935,8,X876.57246764564.16.2685334141666,1dil_rep1_5ul_1_neg,negative,2,16.2685334141666,66295
749,1,1,5,1.6094379124341003,53,1,4278116.74,254468.0159,12.446930432811781,10.837492520377682,0.059481316514985984,-2.822093023892932,-4.431530936327032,8,X876.57246764564.16.2685334141666,1dil_rep1_5ul_2_neg,negative,2,16.2685334141666,66296
749,1,1,5,1.6094379124341003,56,1,3948743.324,257579.4558,12.459083517702757,10.849645605268657,0.06523074169811499,-2.7298244227326443,-4.339262335166745,8,X876.57246764564.16.2685334141666,1dil_rep1_5ul_3_neg,negative,2,16.2685334141666,66297
749,1,1,5,1.6094379124341003,59,1,4190221.84,252089.3595,12.437538904827893,10.828100992393793,0.06016133969174291,-2.810725330776283,-4.420163243210383,8,X876.57246764564.16.2685334141666,1dil_rep1_5ul_4_neg,negative,2,16.2685334141666,66298
749,1,1,5,1.6094379124341003,62,2,4397726.482,43374.94482,10.677637245086968,9.068199332652867,0.009863038321627025,-4.618961011625248,-6.2283989240593485,8,X876.57246764564.16.2685334141666,1dil_rep2_5ul_1_neg,negative,2,16.2685334141666,66299
749,1,1,5,1.6094379124341003,65,2,4664726.623,278869.5129,12.538499255700831,10.929061343266731,0.05978260580695127,-2.817040533130704,-4.426478445564804,8,X876.57246764564.16.2685334141666,1dil_rep2_5ul_2_neg,negative,2,16.2685334141666,66300
749,1,1,5,1.6094379124341003,68,2,3898823.224,267516.0756,12.496934939213459,10.887497026779359,0.0686145691226138,-2.6792503889186197,-4.28868830135272,8,X876.57246764564.16.2685334141666,1dil_rep2_5ul_3_neg,negative,2,16.2685334141666,66301
749,1,1,5,1.6094379124341003,71,2,4036335.422,273400.832,12.518694246427561,10.90925633399346,0.06773491383045915,-2.6921535181070464,-4.301591430541147,8,X876.57246764564.16.2685334141666,1dil_rep2_5ul_4_neg,negative,2,16.2685334141666,66302
749,1,1,10,2.302585092994046,51,1,6525879.18,449422.7901,13.015719349730585,10.71313425673654,0.06886777669395958,-2.6755668925956813,-4.978151985589727,9,X876.57246764564.16.2685334141666,1dil_rep1_10ul_1_neg,negative,2,16.2685334141666,66303
749,1,1,10,2.302585092994046,54,1,6426849.436,462892.2173,13.045249513959467,10.74266442096542,0.07202474897064012,-2.6307454833263293,-4.933330576320375,9,X876.57246764564.16.2685334141666,1dil_rep1_10ul_2_neg,negative,2,16.2685334141666,66304
749,1,1,10,2.302585092994046,57,1,6556251.759,471329.0187,13.063311682626807,10.760726589632762,0.07189001216327454,-2.6326179367935136,-4.9352030297875595,9,X876.57246764564.16.2685334141666,1dil_rep1_10ul_3_neg,negative,2,16.2685334141666,66305
749,1,1,10,2.302585092994046,60,1,6817301.896,57541.88576,10.960268409595974,8.65768331660193,0.00844056587750093,-4.774705925524561,-7.077291018518607,9,X876.57246764564.16.2685334141666,1dil_rep1_10ul_4_neg,negative,2,16.2685334141666,66306
749,1,1,10,2.302585092994046,63,2,7277138.381,560195.9691,13.236041946316353,10.933456853322307,0.07698025511822405,-2.5642063170475384,-4.866791410041584,9,X876.57246764564.16.2685334141666,1dil_rep2_10ul_1_neg,negative,2,16.2685334141666,66307
749,1,1,10,2.302585092994046,66,2,7686497.61,523230.2798,13.167776951685951,10.865191858691905,0.0680713513940714,-2.687198838714036,-4.989783931708081,9,X876.57246764564.16.2685334141666,1dil_rep2_10ul_2_neg,negative,2,16.2685334141666,66308
749,1,1,10,2.302585092994046,69,2,7427669.345,526917.6803,13.174799610958,10.872214517963956,0.07093984072604137,-2.6459230748317193,-4.948508167825765,9,X876.57246764564.16.2685334141666,1dil_rep2_10ul_3_neg,negative,2,16.2685334141666,66309
749,1,1,10,2.302585092994046,72,2,8281727.335,51927.31018,10.857600138462383,8.555015045468338,0.006270106232614817,-5.0719619814800705,-7.374547074474116,9,X876.57246764564.16.2685334141666,1dil_rep2_10ul_4_neg,negative,2,16.2685334141666,66310
750,0.25,0.25,2,-0.6931471805599453,1,1,1364972.814,2524.96999,7.833984456490317,8.527131637050262,0.0018498317066115576,-6.292660613429028,-5.599513432869083,1,X773.595639786151.16.2798501425387,025dil_rep1_2ul_1_neg,negative,2,16.2798501425387,66311
750,0.25,0.25,2,-0.6931471805599453,4,1,1440507.861,1821.416025,7.5073695132722404,8.200516693832187,0.0012644263001352688,-6.673136777352529,-5.979989596792584,1,X773.595639786151.16.2798501425387,025dil_rep1_2ul_2_neg,negative,2,16.2798501425387,66312
750,0.25,0.25,2,-0.6931471805599453,7,1,1500383.285,1847.937754,7.521825568733915,8.21497274929386,0.0012316437889402375,-6.69940558803133,-6.0062584074713845,1,X773.595639786151.16.2798501425387,025dil_rep1_2ul_3_neg,negative,2,16.2798501425387,66313
750,0.25,0.25,2,-0.6931471805599453,10,1,1527737.483,1615.491127,7.387394292832261,8.080541473392207,0.0010574402637733803,-6.851904136796917,-6.158756956236972,1,X773.595639786151.16.2798501425387,025dil_rep1_2ul_4_neg,negative,2,16.2798501425387,66314
750,0.25,0.25,2,-0.6931471805599453,13,2,1711711.956,3237.00501,8.082403801654426,8.775550982214371,0.0018910921306902408,-6.27060076987378,-5.577453589313834,1,X773.595639786151.16.2798501425387,025dil_rep2_2ul_1_neg,negative,2,16.2798501425387,66315
750,0.25,0.25,2,-0.6931471805599453,16,2,1624152.09,4362.995644,8.380914174727511,9.074061355287457,0.00268632209437972,-5.919582272069055,-5.22643509150911,1,X773.595639786151.16.2798501425387,025dil_rep2_2ul_2_neg,negative,2,16.2798501425387,66316
750,0.25,0.25,2,-0.6931471805599453,19,2,1695060.587,5464.841493,8.606090396164397,9.299237576724341,0.003223980036413884,-5.737138646536243,-5.043991465976298,1,X773.595639786151.16.2798501425387,025dil_rep2_2ul_3_neg,negative,2,16.2798501425387,66317
750,0.25,0.25,2,-0.6931471805599453,22,2,1693682.578,5241.534912,8.56436965655918,9.257516837119125,0.0030947563493210826,-5.778046099911812,-5.0848989193518666,1,X773.595639786151.16.2798501425387,025dil_rep2_2ul_4_neg,negative,2,16.2798501425387,66318
750,0.25,0.25,5,0.22314355131420976,2,1,2921314.956,13907.40224,9.540176512624006,9.317032961309796,0.004760665128364885,-5.347367887650768,-5.570511438964978,2,X773.595639786151.16.2798501425387,025dil_rep1_5ul_1_neg,negative,2,16.2798501425387,66319
750,0.25,0.25,5,0.22314355131420976,5,1,2917088.287,11810.14961,9.376714577189068,9.153571025874859,0.00404860890314219,-5.50938193757233,-5.73252548888654,2,X773.595639786151.16.2798501425387,025dil_rep1_5ul_2_neg,negative,2,16.2798501425387,66320
750,0.25,0.25,5,0.22314355131420976,8,1,3021793.722,9718.556517,9.181792379944824,8.958648828630615,0.003216154844139292,-5.739568780771235,-5.962712332085445,2,X773.595639786151.16.2798501425387,025dil_rep1_5ul_3_neg,negative,2,16.2798501425387,66321
750,0.25,0.25,5,0.22314355131420976,11,1,3110617.535,12115.76013,9.4022623741631,9.17911882284889,0.0038949694051666818,-5.548069454589715,-5.771213005903925,2,X773.595639786151.16.2798501425387,025dil_rep1_5ul_4_neg,negative,2,16.2798501425387,66322
750,0.25,0.25,5,0.22314355131420976,14,2,3567501.76,13377.38967,9.501321222721062,9.278177671406853,0.0037497920309365177,-5.586054898954621,-5.8091984502688305,2,X773.595639786151.16.2798501425387,025dil_rep2_5ul_1_neg,negative,2,16.2798501425387,66323
750,0.25,0.25,5,0.22314355131420976,17,2,3506812.32,13958.21187,9.54382327857065,9.32067972725644,0.003980313343372764,-5.5263947332941505,-5.74953828460836,2,X773.595639786151.16.2798501425387,025dil_rep2_5ul_2_neg,negative,2,16.2798501425387,66324
750,0.25,0.25,5,0.22314355131420976,20,2,3743853.48,14632.25319,9.590983493775557,9.367839942461346,0.003908340235045737,-5.544642487422899,-5.767786038737109,2,X773.595639786151.16.2798501425387,025dil_rep2_5ul_3_neg,negative,2,16.2798501425387,66325
750,0.25,0.25,5,0.22314355131420976,23,2,3178833.455,12029.97866,9.395157035068564,9.172013483754355,0.003784400419304131,-5.576867814335944,-5.800011365650153,2,X773.595639786151.16.2798501425387,025dil_rep2_5ul_4_neg,negative,2,16.2798501425387,66326
750,0.25,0.25,10,0.9162907318741551,3,1,5274179.651,24591.01109,10.11013625229904,9.193845520424883,0.0046625281498208875,-5.3681974565353325,-6.284488188409488,3,X773.595639786151.16.2798501425387,025dil_rep1_10ul_1_neg,negative,2,16.2798501425387,66327
750,0.25,0.25,10,0.9162907318741551,6,1,6089235.007,28497.93139,10.257586780815465,9.34129604894131,0.004680051165251406,-5.364446236366317,-6.280736968240472,3,X773.595639786151.16.2798501425387,025dil_rep1_10ul_2_neg,negative,2,16.2798501425387,66328
750,0.25,0.25,10,0.9162907318741551,9,1,5750990.878,26821.1264,10.196945154462332,9.280654422588178,0.004663740035235021,-5.367937570073372,-6.284228301947527,3,X773.595639786151.16.2798501425387,025dil_rep1_10ul_3_neg,negative,2,16.2798501425387,66329
750,0.25,0.25,10,0.9162907318741551,12,1,6304459.675,28832.78534,10.26926839852212,9.352977666647964,0.004573395156183626,-5.387499427327923,-6.303790159202078,3,X773.595639786151.16.2798501425387,025dil_rep1_10ul_4_neg,negative,2,16.2798501425387,66330
750,0.25,0.25,10,0.9162907318741551,15,2,6713647.289,32119.97304,10.377233328707918,9.460942596833762,0.004784280683411398,-5.342419592773252,-6.258710324647407,3,X773.595639786151.16.2798501425387,025dil_rep2_10ul_1_neg,negative,2,16.2798501425387,66331
750,0.25,0.25,10,0.9162907318741551,18,2,6298621.711,25330.21049,10.139753052870393,9.223462320996237,0.004021548150091784,-5.516088338524655,-6.43237907039881,3,X773.595639786151.16.2798501425387,025dil_rep2_10ul_2_neg,negative,2,16.2798501425387,66332
750,0.25,0.25,10,0.9162907318741551,21,2,6927339.313,33853.07427,10.429785094600547,9.513494362726393,0.004886879758649986,-5.321201265324622,-6.237491997198777,3,X773.595639786151.16.2798501425387,025dil_rep2_10ul_3_neg,negative,2,16.2798501425387,66333
750,0.25,0.25,10,0.9162907318741551,24,2,6772734.119,22404.4925,10.017016775769772,9.100726043895616,0.0033080425285184592,-5.7113986456401955,-6.627689377514351,3,X773.595639786151.16.2798501425387,025dil_rep2_10ul_4_neg,negative,2,16.2798501425387,66334
750,0.5,0.5,2,0,25,1,1896139.056,10826.23141,9.289727302521046,9.289727302521046,0.005709618909932943,-5.165602998358834,-5.165602998358834,4,X773.595639786151.16.2798501425387,05dil_rep1_2ul_1_neg,negative,2,16.2798501425387,66335
750,0.5,0.5,2,0,28,1,1868252.34,13793.72879,9.531969332350942,9.531969332350942,0.007383225753112129,-4.908544641949843,-4.908544641949843,4,X773.595639786151.16.2798501425387,05dil_rep1_2ul_2_neg,negative,2,16.2798501425387,66336
750,0.5,0.5,2,0,31,1,1744991.193,16833.69815,9.73113799863773,9.73113799863773,0.009646867111724156,-4.641122067976796,-4.641122067976796,4,X773.595639786151.16.2798501425387,05dil_rep1_2ul_3_neg,negative,2,16.2798501425387,66337
750,0.5,0.5,2,0,34,1,1920990.395,27261.54351,10.213232325437739,10.213232325437739,0.014191400217802755,-4.255119116300454,-4.255119116300454,4,X773.595639786151.16.2798501425387,05dil_rep1_2ul_4_neg,negative,2,16.2798501425387,66338
750,0.5,0.5,2,0,37,2,1474456.842,31904.65928,10.370507337041538,10.370507337041538,0.021638245604207382,-3.8332929001846585,-3.8332929001846585,4,X773.595639786151.16.2798501425387,05dil_rep2_2ul_1_neg,negative,2,16.2798501425387,66339
750,0.5,0.5,2,0,40,2,1680102.23,16026.22414,9.681981668262926,9.681981668262926,0.009538838681262866,-4.652383532455634,-4.652383532455634,4,X773.595639786151.16.2798501425387,05dil_rep2_2ul_2_neg,negative,2,16.2798501425387,66340
750,0.5,0.5,2,0,43,2,1697118.109,33251.17604,10.41184541508257,10.41184541508257,0.019592729500478155,-3.9325967254155105,-3.9325967254155105,4,X773.595639786151.16.2798501425387,05dil_rep2_2ul_3_neg,negative,2,16.2798501425387,66341
750,0.5,0.5,2,0,46,2,1748461.942,17889.20079,9.791952501944223,9.791952501944223,0.010231392723102233,-4.582294567219244,-4.582294567219244,4,X773.595639786151.16.2798501425387,05dil_rep2_2ul_4_neg,negative,2,16.2798501425387,66342
750,0.5,0.5,5,0.9162907318741551,26,1,4037126.654,25333.39575,10.139878794413113,9.223588062538958,0.006275105519639711,-5.071164978226836,-5.987455710100991,5,X773.595639786151.16.2798501425387,05dil_rep1_5ul_1_neg,negative,2,16.2798501425387,66343
750,0.5,0.5,5,0.9162907318741551,29,1,3611026.575,50243.08779,10.82462826004166,9.908337528167506,0.01391379618689181,-4.274874399648068,-5.191165131522223,5,X773.595639786151.16.2798501425387,05dil_rep1_5ul_2_neg,negative,2,16.2798501425387,66344
750,0.5,0.5,5,0.9162907318741551,32,1,3843268.619,41204.17608,10.626294891365971,9.710004159491815,0.010721128332351936,-4.5355388739948115,-5.451829605868967,5,X773.595639786151.16.2798501425387,05dil_rep1_5ul_3_neg,negative,2,16.2798501425387,66345
750,0.5,0.5,5,0.9162907318741551,35,1,3408713.792,39492.29455,10.583860857176129,9.667570125301973,0.011585688021882477,-4.457984733833852,-5.374275465708007,5,X773.595639786151.16.2798501425387,05dil_rep1_5ul_4_neg,negative,2,16.2798501425387,66346
750,0.5,0.5,5,0.9162907318741551,38,2,3351400.652,42483.48627,10.65687072105121,9.740579989177055,0.012676337651437565,-4.368018200443095,-5.28430893231725,5,X773.595639786151.16.2798501425387,05dil_rep2_5ul_1_neg,negative,2,16.2798501425387,66347
750,0.5,0.5,5,0.9162907318741551,41,2,3681469.443,39538.78362,10.585037332973716,9.66874660109956,0.010739946163393974,-4.533785202633352,-5.450075934507506,5,X773.595639786151.16.2798501425387,05dil_rep2_5ul_2_neg,negative,2,16.2798501425387,66348
750,0.5,0.5,5,0.9162907318741551,44,2,3820616.745,51138.62609,10.842295382821403,9.926004650947247,0.01338491387730124,-4.313627036300134,-5.229917768174288,5,X773.595639786151.16.2798501425387,05dil_rep2_5ul_3_neg,negative,2,16.2798501425387,66349
750,0.5,0.5,5,0.9162907318741551,47,2,3330791.459,39836.19948,10.59253131256987,9.676240580695714,0.011959980073913119,-4.426189196521816,-5.34247992839597,5,X773.595639786151.16.2798501425387,05dil_rep2_5ul_4_neg,negative,2,16.2798501425387,66350
750,0.5,0.5,10,1.6094379124341003,27,1,6739512.23,53016.68672,10.878361986754944,9.268924074320843,0.007866546555699327,-4.84513612407855,-6.454574036512651,6,X773.595639786151.16.2798501425387,05dil_rep1_10ul_1_neg,negative,2,16.2798501425387,66351
750,0.5,0.5,10,1.6094379124341003,30,1,7332769.164,40262.60757,10.603178465352743,8.993740552918643,0.005490777995258328,-5.204685322160486,-6.814123234594587,6,X773.595639786151.16.2798501425387,05dil_rep1_10ul_2_neg,negative,2,16.2798501425387,66352
750,0.5,0.5,10,1.6094379124341003,33,1,7328628.999,55812.37449,10.929750888836931,9.32031297640283,0.007615663788904537,-4.8775481278319335,-6.486986040266034,6,X773.595639786151.16.2798501425387,05dil_rep1_10ul_3_neg,negative,2,16.2798501425387,66353
750,0.5,0.5,10,1.6094379124341003,36,1,6375300.272,47274.53157,10.76372698485779,9.154289072423689,0.007415263525331878,-4.90421476453193,-6.51365267696603,6,X773.595639786151.16.2798501425387,05dil_rep1_10ul_4_neg,negative,2,16.2798501425387,66354
750,0.5,0.5,10,1.6094379124341003,39,2,5914784.189,55340.64651,10.921262935780808,9.311825023346708,0.009356325563478644,-4.671702633572046,-6.281140546006147,6,X773.595639786151.16.2798501425387,05dil_rep2_10ul_1_neg,negative,2,16.2798501425387,66355
750,0.5,0.5,10,1.6094379124341003,42,2,5931730.861,50664.53475,10.832981432972398,9.223543520538298,0.008541273354647572,-4.762845177537,-6.3722830899711,6,X773.595639786151.16.2798501425387,05dil_rep2_10ul_2_neg,negative,2,16.2798501425387,66356
750,0.5,0.5,10,1.6094379124341003,45,2,6236588.631,41733.93932,10.63906996932189,9.029632056887788,0.006691789660865961,-5.006873927782206,-6.616311840216307,6,X773.595639786151.16.2798501425387,05dil_rep2_10ul_3_neg,negative,2,16.2798501425387,66357
750,0.5,0.5,10,1.6094379124341003,48,2,6512719.89,45533.51812,10.72620399571481,9.11676608328071,0.006991474973446156,-4.963063733058372,-6.572501645492473,6,X773.595639786151.16.2798501425387,05dil_rep2_10ul_4_neg,negative,2,16.2798501425387,66358
750,1,1,2,0.6931471805599453,49,1,1429419.479,33589.8682,10.4219797588118,9.728832578251854,0.023498957929060094,-3.7507992022594747,-4.44394638281942,7,X773.595639786151.16.2798501425387,1dil_rep1_2ul_1_neg,negative,2,16.2798501425387,66359
750,1,1,2,0.6931471805599453,52,1,1837602.537,41788.94947,10.640387216815387,9.947240036255442,0.02274101642144174,-3.783585094145822,-4.476732274705767,7,X773.595639786151.16.2798501425387,1dil_rep1_2ul_2_neg,negative,2,16.2798501425387,66360
750,1,1,2,0.6931471805599453,55,1,1877241.711,37482.30794,10.531624312364734,9.838477131804789,0.019966692472453806,-3.9136897700862487,-4.606836950646194,7,X773.595639786151.16.2798501425387,1dil_rep1_2ul_3_neg,negative,2,16.2798501425387,66361
750,1,1,2,0.6931471805599453,58,1,1837866.84,39052.15253,10.572653276155819,9.879506095595874,0.02124863003132479,-3.8514628548040615,-4.544610035364006,7,X773.595639786151.16.2798501425387,1dil_rep1_2ul_4_neg,negative,2,16.2798501425387,66362
750,1,1,2,0.6931471805599453,61,2,2025977.623,38488.15527,10.558105817615592,9.864958637055647,0.018997324962063515,-3.9634571011980873,-4.656604281758033,7,X773.595639786151.16.2798501425387,1dil_rep2_2ul_1_neg,negative,2,16.2798501425387,66363
750,1,1,2,0.6931471805599453,64,2,2159970.105,30685.39028,10.33154193366035,9.638394753100405,0.014206395824168131,-4.254063005626442,-4.947210186186387,7,X773.595639786151.16.2798501425387,1dil_rep2_2ul_2_neg,negative,2,16.2798501425387,66364
750,1,1,2,0.6931471805599453,67,2,1875224.153,34663.87487,10.453453353616322,9.760306173056378,0.018485190058236203,-3.9907854048916676,-4.683932585451613,7,X773.595639786151.16.2798501425387,1dil_rep2_2ul_3_neg,negative,2,16.2798501425387,66365
750,1,1,2,0.6931471805599453,70,2,1850867.465,39291.51128,10.578763776562056,9.88561659600211,0.021228700608230747,-3.8524012105931997,-4.545548391153145,7,X773.595639786151.16.2798501425387,1dil_rep2_2ul_4_neg,negative,2,16.2798501425387,66366
750,1,1,5,1.6094379124341003,50,1,3239957.05,49012.73354,10.799835411496147,9.190397499062046,0.015127587428975332,-4.191235220011662,-5.8006731324457625,8,X773.595639786151.16.2798501425387,1dil_rep1_5ul_1_neg,negative,2,16.2798501425387,66367
750,1,1,5,1.6094379124341003,53,1,4278116.74,51838.2209,10.855883011378602,9.246445098944502,0.01211706553384048,-4.413140445326111,-6.022578357760211,8,X773.595639786151.16.2798501425387,1dil_rep1_5ul_2_neg,negative,2,16.2798501425387,66368
750,1,1,5,1.6094379124341003,56,1,3948743.324,52598.84495,10.87044943935922,9.26101152692512,0.013320401108451485,-4.31845850107618,-5.927896413510281,8,X773.595639786151.16.2798501425387,1dil_rep1_5ul_3_neg,negative,2,16.2798501425387,66369
750,1,1,5,1.6094379124341003,59,1,4190221.84,54276.56233,10.901847779776695,9.292409867342595,0.012953147685851402,-4.346416455827481,-5.955854368261582,8,X773.595639786151.16.2798501425387,1dil_rep1_5ul_4_neg,negative,2,16.2798501425387,66370
750,1,1,5,1.6094379124341003,62,2,4397726.482,61824.89774,11.032061438364796,9.422623525930696,0.01405837720764372,-4.26453681834742,-5.87397473078152,8,X773.595639786151.16.2798501425387,1dil_rep2_5ul_1_neg,negative,2,16.2798501425387,66371
750,1,1,5,1.6094379124341003,65,2,4664726.623,71096.77508,11.171797257238035,9.562359344803935,0.015241359424890785,-4.1837425315934995,-5.7931804440276,8,X773.595639786151.16.2798501425387,1dil_rep2_5ul_2_neg,negative,2,16.2798501425387,66372
750,1,1,5,1.6094379124341003,68,2,3898823.224,64490.13331,11.07426751914448,9.464829606710378,0.016540922633531536,-4.101917808987599,-5.7113557214216994,8,X773.595639786151.16.2798501425387,1dil_rep2_5ul_3_neg,negative,2,16.2798501425387,66373
750,1,1,5,1.6094379124341003,71,2,4036335.422,61122.85774,11.020641178964642,9.411203266530542,0.0151431561923349,-4.190206585569966,-5.799644498004065,8,X773.595639786151.16.2798501425387,1dil_rep2_5ul_4_neg,negative,2,16.2798501425387,66374
750,1,1,10,2.302585092994046,51,1,6525879.18,86894.9131,11.372454772140793,9.069869679146748,0.013315433936673038,-4.318831470185473,-6.621416563179519,9,X773.595639786151.16.2798501425387,1dil_rep1_10ul_1_neg,negative,2,16.2798501425387,66375
750,1,1,10,2.302585092994046,54,1,6426849.436,82685.01533,11.32279367148671,9.020208578492664,0.012865559735512061,-4.353201325799085,-6.655786418793131,9,X773.595639786151.16.2798501425387,1dil_rep1_10ul_2_neg,negative,2,16.2798501425387,66376
750,1,1,10,2.302585092994046,57,1,6556251.759,80123.16839,11.291320334554515,8.98873524156047,0.012220880365067141,-4.404609284865806,-6.707194377859852,9,X773.595639786151.16.2798501425387,1dil_rep1_10ul_3_neg,negative,2,16.2798501425387,66377
750,1,1,10,2.302585092994046,60,1,6817301.896,76532.36321,11.245468978851573,8.942883885857528,0.011226195403625117,-4.489505356268961,-6.792090449263007,9,X773.595639786151.16.2798501425387,1dil_rep1_10ul_4_neg,negative,2,16.2798501425387,66378
750,1,1,10,2.302585092994046,63,2,7277138.381,90722.84572,11.415564486635393,9.112979393641348,0.012466829812783246,-4.384683776728497,-6.687268869722543,9,X773.595639786151.16.2798501425387,1dil_rep2_10ul_1_neg,negative,2,16.2798501425387,66379
750,1,1,10,2.302585092994046,66,2,7686497.61,79070.51017,11.27809526717518,8.975510174181135,0.010286936155048124,-4.576880523224807,-6.879465616218852,9,X773.595639786151.16.2798501425387,1dil_rep2_10ul_2_neg,negative,2,16.2798501425387,66380
750,1,1,10,2.302585092994046,69,2,7427669.345,67925.82922,11.126171642096367,8.823586549102322,0.009144972139305698,-4.694551043693353,-6.9971361366873985,9,X773.595639786151.16.2798501425387,1dil_rep2_10ul_3_neg,negative,2,16.2798501425387,66381
750,1,1,10,2.302585092994046,72,2,8281727.335,66335.55901,11.102481367390206,8.799896274396161,0.008009869961506044,-4.827080752552247,-7.129665845546293,9,X773.595639786151.16.2798501425387,1dil_rep2_10ul_4_neg,negative,2,16.2798501425387,66382
751,0.25,0.25,2,-0.6931471805599453,1,1,1364972.814,1483.569609,7.3022063607736465,7.995353541333592,0.001086885829361287,-6.824438709145698,-6.131291528585753,1,X1018.10727878269.16.2843052824185,025dil_rep1_2ul_1_neg,negative,2,16.2843052824185,66383
751,0.25,0.25,2,-0.6931471805599453,4,1,1440507.861,3927.275394,8.275701180461379,8.968848361021324,0.002726313059668891,-5.904805110163392,-5.211657929603446,1,X1018.10727878269.16.2843052824185,025dil_rep1_2ul_2_neg,negative,2,16.2843052824185,66384
751,0.25,0.25,2,-0.6931471805599453,7,1,1500383.285,1376.968811,7.227639848508451,7.920787029068396,9.177447021478915e-4,-6.993591308256794,-6.300444127696848,1,X1018.10727878269.16.2843052824185,025dil_rep1_2ul_3_neg,negative,2,16.2843052824185,66385
751,0.25,0.25,2,-0.6931471805599453,10,1,1527737.483,1702.915093,7.440096822109143,8.133244002669088,0.0011146647326188567,-6.799201607520035,-6.10605442696009,1,X1018.10727878269.16.2843052824185,025dil_rep1_2ul_4_neg,negative,2,16.2843052824185,66386
751,0.25,0.25,2,-0.6931471805599453,13,2,1711711.956,2365.550802,7.768766171061264,8.46191335162121,0.0013819794818328652,-6.584238400466941,-5.891091219906996,1,X1018.10727878269.16.2843052824185,025dil_rep2_2ul_1_neg,negative,2,16.2843052824185,66387
751,0.25,0.25,2,-0.6931471805599453,16,2,1624152.09,1504.342726,7.316111354879705,8.00925853543965,9.262326695032606e-4,-6.984385091916862,-6.291237911356917,1,X1018.10727878269.16.2843052824185,025dil_rep2_2ul_2_neg,negative,2,16.2843052824185,66388
751,0.25,0.25,2,-0.6931471805599453,19,2,1695060.587,2823.652734,7.9457866215050155,8.638933802064962,0.0016658122757708836,-6.397442421195624,-5.704295240635679,1,X1018.10727878269.16.2843052824185,025dil_rep2_2ul_3_neg,negative,2,16.2843052824185,66389
751,0.25,0.25,5,0.22314355131420976,2,1,2921314.956,4940.97661,8.505318284975003,8.282174733660792,0.0016913536145261839,-6.382226115299771,-6.6053696666139805,2,X1018.10727878269.16.2843052824185,025dil_rep1_5ul_1_neg,negative,2,16.2843052824185,66390
751,0.25,0.25,5,0.22314355131420976,5,1,2917088.287,4675.857789,8.45016790916968,8.227024357855472,0.0016029195310398913,-6.435928605591718,-6.6590721569059275,2,X1018.10727878269.16.2843052824185,025dil_rep1_5ul_2_neg,negative,2,16.2843052824185,66391
751,0.25,0.25,5,0.22314355131420976,8,1,3021793.722,997.7637981,6.905516573048956,6.682373021734747,3.301892484704818e-4,-8.015844587667104,-8.238988138981313,2,X1018.10727878269.16.2843052824185,025dil_rep1_5ul_3_neg,negative,2,16.2843052824185,66392
751,0.25,0.25,5,0.22314355131420976,11,1,3110617.535,6848.883987,8.831840996377265,8.608697445063056,0.002201776306452924,-6.11849083237555,-6.34163438368976,2,X1018.10727878269.16.2843052824185,025dil_rep1_5ul_4_neg,negative,2,16.2843052824185,66393
751,0.25,0.25,5,0.22314355131420976,14,2,3567501.76,7808.720058,8.962996344383908,8.739852793069698,0.002188848270673313,-6.124379777291775,-6.347523328605985,2,X1018.10727878269.16.2843052824185,025dil_rep2_5ul_1_neg,negative,2,16.2843052824185,66394
751,0.25,0.25,5,0.22314355131420976,17,2,3506812.32,4471.042585,8.40537690090345,8.18223334958924,0.0012749591871514814,-6.66484111096135,-6.88798466227556,2,X1018.10727878269.16.2843052824185,025dil_rep2_5ul_2_neg,negative,2,16.2843052824185,66395
751,0.25,0.25,5,0.22314355131420976,20,2,3743853.48,5788.01727,8.663545071506425,8.440401520192216,0.0015460052859760955,-6.47208090969203,-6.69522446100624,2,X1018.10727878269.16.2843052824185,025dil_rep2_5ul_3_neg,negative,2,16.2843052824185,66396
